Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
greater_mauritania_desc;§RGain 4 infamy§! Our claims on the western Sahara are justified by the close ethnic and cultural ties between the Mauritanian Moors and the Sahrawis of western Sahara, in effect forming two subsets of the same tribal Arab-Berber population.;;;;;;;;;;;;;
rename_s_georgia_title;Rename South Georgia;;;;;;;;;;;;;
rename_s_georgia_desc;Now that the South Georgia islands are under our rightful administration, the time has come to rename them to their true title.;;;;;;;;;;;;;
2nd_Caucasian_War;2nd Caucasian War;;;;;;;;;;;;;
one_point_five_infamy_title;Option: Adjust Infamy Reduction;;;;;;;;;;;;;
one_point_five_infamy_desc;Playing with just -0.1 infamy reduction can get a bit slow. Why not spice it up a bit?;;;;;;;;;;;;;
one_point_five_infamy_reduction;Increased Infamy Reduction;;;;;;;;;;;;;
panic_of_eighteenthirtyseven;The Panic of 1837;;;;;;;;;;;;;
panic_of_eighteenthirtyseven_desc;The Panic of 1837 is a financial crisis in the United States that has touched off a major depression, which will last until the mid-1840s. Profits, prices, and wages went down, unemployment are going up; and pessimism abounds.;;;;;;;;;;;;;
can_ignore_cultural_core;Can Ignore Cultural Cores;;;;;;;;;;;;;
cotton_boom;Cotton Boom;;;;;;;;;;;;;
mexico_city_buff;Mexico City;;;;;;;;;;;;;
claim_nutka_title;Territorio de Nutca;;;;;;;;;;;;;
claim_nutka_desc;§RGain 3.5 infamy§! Now that we've seized the land up to the border with the Brits from the yanks, we may reclaim our rightful clay in the Nutca territory. Only under loose administration, the Spaniards gave it to the Brits via several treaties. Despite this, we must strive to regain it and undo the wrongs of the Spaniards. Viva Mexico!;;;;;;;;;;;;;
mexico_city_miracle_title;The Expansion of Mexico City;;;;;;;;;;;;;
mexico_city_miracle_desc;Mexico City has been the capital of the Viceroyalty of New Spain and Mexico for centuries. Despite multiple cities and towns having sometimes competed with it, not a single one has become as important, influential or populous as Mexico City. Our capital could be further improved if we awarded grants, allowed for the city's expansion and implemented the latest technological advances involving electricity in the streets!;;;;;;;;;;;;;
army_modernization_title;Modernize the $COUNTRY_ADJ$ Army;;;;;;;;;;;;;
army_modernization_desc;So far, the $COUNTRY_ADJ$ army has been hard pressed to defeat the prowess of its enemies, though our numbers and leadership win us many a battle. However, our guns are lacking and sooner or later, our men might be as well. It is time to reform the military and modernize our army so we don't fall behind.;;;;;;;;;;;;;
texan_retribution;Texan Pacification;;;;;;;;;;;;;
texan_compensation_title;The Pacification of Texas;;;;;;;;;;;;;
texan_compensation_desc;Many good Mexican men lost their lives during the Texan insurgency. To ensure this never occurs again, we must pacify the region and drive out any sense of difference of the Texan people. Settling more Mexicans there to replace those who flee to the USA would further integrate it into our great country.;;;;;;;;;;;;;
HAVE_NO_BLOCKADED;Is not blockaded;;;;;;;;;;;;;
a_greater_german_destiny_title;A Greater German Destiny?;;;;;;;;;;;;;
a_greater_german_destiny_desc;Germany has long been split between petty fiefdoms, duchies and kingdoms. We must take the initiative to finally unify it.;;;;;;;;;;;;;
organic_instruction_law_title;The Organic Instruction Law;;;;;;;;;;;;;
organic_instruction_law_desc;The Organic Instruction Law is a new act proposed by our current $MONARCHTITLE$, Benito Juarez, which looks to improve education throughout the nation with a specific focus in Oaxaca, where the lack of education has been keeping the region stagnant for a long time.;;;;;;;;;;;;;
northern_ejido_system;The Northern Ejido System;;;;;;;;;;;;;
the_royal_agrarian_reform_title;The Royal Agrarian Reform;;;;;;;;;;;;;
the_royal_agrarian_reform_desc;One of our nation's main struggles is the unpopulated regions in the North, they remain unintegrated and lawless. To solve this, we can attract Mexican settles to our move there and incentivize it by granting them small, free patches of land called 'Ejidos' in such strategic boomtowns as Los Angeles, San Francisco and Las Vegas. It will be expensive, and the natives and unruly yanks sure won't be happy to hear about newcomers.;;;;;;;;;;;;;
florida_rename_usa_title;Rename Florida;;;;;;;;;;;;;
florida_rename_usa_desc;Now that Florida is back under our control, we should rename it to its proper $COUNTRY_ADJ$ endonym.;;;;;;;;;;;;;
denver_rename_usa_desc;Now that Denver is under our control, we should rename it to its proper $COUNTRY_ADJ$ name.;;;;;;;;;;;;;
denver_rename_usa_title;Rename Denver;;;;;;;;;;;;;
the_white_fleet_title;The White Fleet;;;;;;;;;;;;;
the_white_fleet_desc;The Great White Fleet is the popular nickname for the group of 16 United States Navy battleships which will complete a journey around the globe from December 16, 1907 to February 22, 1909 by order of United States President Theodore Roosevelt. Its mission is to make friendly courtesy visits to numerous countries while displaying new U.S. naval power to the world. The hulls of these ships are painted a stark white, giving the armada its nickname.;;;;;;;;;;;;;
lower_infamy_a;Lower Infamy;;;;;;;;;;;;;
lower_infamy_a_desc;An infamy reduction increase.;;;;;;;;;;;;;
lower_infamy_b;Lower Infamy;;;;;;;;;;;;;
lower_infamy_b_desc;An infamy reduction increase.;;;;;;;;;;;;;
lower_infamy_c;Lower Infamy;;;;;;;;;;;;;
lower_infamy_c_desc;An infamy reduction increase.;;;;;;;;;;;;;
lower_infamy_d;Lower Infamy;;;;;;;;;;;;;
lower_infamy_d_desc;An infamy reduction increase.;;;;;;;;;;;;;
send_a_boat_to_tokugawa_title;Send the Kanko Maru;;;;;;;;;;;;;
send_a_boat_to_tokugawa_desc;Japan is a rapidly progressing nation. It will be a great investment to send them a warship as a gift now and have good relations in future, though it will be costly. The Soembing, a barque built in 1850, would be the ideal gift.;;;;;;;;;;;;;
ecuador_colombia_treaty_title;Muñoz Vernaza-Suárez Treaty;;;;;;;;;;;;;
ecuador_colombia_treaty_desc;We have an opportunity to resolve our border disputes with our neighbor Ecuador once and for all. Both of our countries respectively, claimed the Putumayo, Caqueta, and Napo rivers. Our politicians are unsure of what to do with this problem at hand. It hinders potential trade and income to each other, making this issue more severe than it seems. We will share the border equally with each other, dividing the border between the Napo and the Putumayo Rivers. Our generous treaty not only ensures a breath of relief for both of the participants, but it will also open potential trade agreements between each other and start the investment of the region.;;;;;;;;;;;;;
peru_colombia_treaty_title;Salomón-Lozano Treaty;;;;;;;;;;;;;
peru_colombia_treaty_desc;We have the opportunity to settle our territorial disputes in the Amazon region with our neighbor in the south. Our clashing claims in the region not only us in a bothersome relationship, it worsens our relationship with our neighbors as well. We will have the guidance and support of the USA to mediate the conference, however, our neighbors might take this negatively. We must tread on a thin rope and make sure that they will not be left satisfied. Under the counseling of the US, we drew the border to Putumayo River and will be gifted the land that is north of it. They will lose considerable influence and control of the rivers in the Amazon Region. However, we wish to partake in the control of the region as well. Some caricaturists, particularly Ricardo Rendón, poked fun at the resulting border, but every Colombian at heart knows this is only good for the Fatherland.;;;;;;;;;;;;;
first_choshu_expedition_title;The First Choshu Expedition;;;;;;;;;;;;;
first_choshu_expedition_desc;After Choshu's attempt to capture the emperor and use him to topple the Shogunate, we must decisively act to punish them. However, declaring all-out war would be unwise as Satsuma may come to their aid. If we simply send them a demand that they turn over their leaders to us, we may yet avoid bloodshed.;;;;;;;;;;;;;
take_libya_title;Claim Libya;;;;;;;;;;;;;
take_libya_desc;The Ottoman Empire is at its weakest, and we lack African colonies. They will be unable to defend Libya if we demand it from them.;;;;;;;;;;;;;
nav_treaty_brz_vnz_title;A navigation treaty with Venezuela;;;;;;;;;;;;;
nav_treaty_brz_vnz_desc;Our northern border is undefined, with a growing dispute over the area around Forte Sao Joaquim. To resolve this dispute and end smuggling along the northern river, we should propose this treaty to Venezuela.;;;;;;;;;;;;;
clm_const_five_title;The Colombian Constitution of $YEAR$;;;;;;;;;;;;;
clm_const_five_desc;The Regeneracion movement has agitated for a conservative replacement for the constitution of Rionegro, calling for exile to Ecuador and Venezuela of liberal politicians, professionals public employees, censorship by the church of professors and public employees who favor secularism and making divorce illegal by passing marriage from a the civil sphere to that of the Catholic church.;;;;;;;;;;;;;
clm_const_four_title;The Constitution of Rionegro;;;;;;;;;;;;;
clm_const_four_desc;There has been significant opposition to the last constitution, leading to support for a new one, transforming Colombia into a federation, guaranteeing individual freedoms of commerce, opinion, printing, teaching and association, abolishing the death penalty and consolidating the separation of church and state.;;;;;;;;;;;;;
clm_const_three_title;Constitution of the Granadina Confederation;;;;;;;;;;;;;
clm_const_three_desc;After a great deal of backlash against the last constitution, the conservatives are pushing for the imposition of confederalism, the organization, direction and maintenance of public forces, the creation of new states, and the arrangement of official weights, weights and measures.;;;;;;;;;;;;;
clm_const_two_title;The Constitution of $YEAR$;;;;;;;;;;;;;
clm_const_two_desc;Calls for reform have led to the proposition of a new liberal constitution to finally purge slavery from our lands, make ballots secret, separate the legislative branches in twain and allow for freedom of press.;;;;;;;;;;;;;
clm_const_one_title;The New Granada Constitution;;;;;;;;;;;;;
clm_const_one_desc;The proposed new constitution extols the control of the Catholic clergy over Colombia and places the provinces under harsh unitary rule of the central government. The election of the office of president, senators and representatives would be promulgated for a period of 4 years in each parish district.;;;;;;;;;;;;;
french_outside_italy_title;Organize Italy under strict French Supervision;;;;;;;;;;;;;
french_outside_italy_desc;§RGain 10 infamy§! Italy may be but a geographical expression, but it's an expression of strategic importance to $COUNTRY$. With the peninsula under our thumb, it might be time to reorganize the duchies and republics of Italy into more manageable kingdoms. We will also be able to take lands in Piedmont with a French minority, such as Savoia, Nice and Aosta in return for Parma and Modena, thereby appeasing expansionists.;;;;;;;;;;;;;
inherit_sgf;SGF Inherited;;;;;;;;;;;;;
austrian_destiny;Austrian destiny;;;;;;;;;;;;;
austrian_greater_germany;Interested in forming Germany;;;;;;;;;;;;;
ai_demand_sigmaringen;Peace of Prague;;;;;;;;;;;;;
ems_dispatch_sent;Ems Dispatch sent;;;;;;;;;;;;;
finnish_assimilation;Finnish Assimilation;;;;;;;;;;;;;
finnish_assimilation_desc;We are pushing towards the teaching of the Finnish language and its restoration as a language of culture.;;;;;;;;;;;;;
owed_artillery;Owed artillery;;;;;;;;;;;;;
owed_canned_food;Owed canned food;;;;;;;;;;;;;
i_have_gotten_bogota_event;Has gotten the treaty event;;;;;;;;;;;;;
i_no_longer_have_cores_in_tonantins;No longer has cores in Tonantins;;;;;;;;;;;;;
equal_rule_title;Equal Rule;;;;;;;;;;;;;
equal_rule;Equal rule of all races will lead us to prosperity.;;;;;;;;;;;;;
declare_caliphate_title;Declare a Caliphate;;;;;;;;;;;;;
declare_caliphate_desc;Following our conquest of Meccah, many in our court think we should take this opportunity to declare ourselves a Caliphate, a protector of all Muslims. However, the Ottomans have held this position for centuries, so no doubt they won't take fondly to us usurping the title.;;;;;;;;;;;;;
arosemena_treaty_title;The Arosemena-Guzmán Treaty;;;;;;;;;;;;;
arosemena_treaty_desc;The time has come to settle our long and bitter border dispute with Venezuela over Inrída. The proposed treaty has already been approved by our foreign minister Justo Arosemena and Venezuelan foreign minister Antonio Guzmán, hence the name.;;;;;;;;;;;;;
wilhelm_denkmal_title;Kaiser-Wilhelm-Nationaldenkmal;;;;;;;;;;;;;
wilhelm_denkmal_desc;A memorial has been proposed to our dear recently deceased monarch William I. It would consist of a massive bronze equestrian statue in front of the Berlin Palace on a raised base of polished red granite from Sweden surrounded by statues of lions, eagles and four Goddesses of Victory at the corners. The front the pedestal would bare the inscription 'William the Great, German Emperor, King of Prussia 1861-1888' and on the back 'in gratitude and true love, the German people.'.;;;;;;;;;;;;;
mar_chiquita_tourism_boom_title;The Mar Chiquita Tourism Boom;;;;;;;;;;;;;
mar_chiquita_tourism_boom_desc;The Mar Chiquita lake ("Little Sea"), known since colonial times, has never had any real population around its coast, with the only nearby settlements being the town of Morteros. During recent times, a large quantity of immigrants have been establishing towns in the area, seeing large quantities of tourism and settlement from neighboring locations, and even developing a large tourist industry due to a number of mineral spas utilizing the lake's natural properties.;;;;;;;;;;;;;
murwik_school;Marineschule Mürwik;;;;;;;;;;;;;
murwik_school_desc;The naval academy in Mürwik is an excellent place for our growing admiralty corps.;;;;;;;;;;;;;
marine_murwik_title;Marineschule Mürwik;;;;;;;;;;;;;
marine_murwik_desc;State secretary of the Reichsmarineamt Admiral Alfred von Tirpitz has proposed we construct a new naval academy for officers in Mürwik-Flensburg since our growing need isn't covered by the old naval academy in Hamburg.;;;;;;;;;;;;;
form_provence_title;Form Provence;;;;;;;;;;;;;
form_provence_desc;The Provencial people have long been oppressed, torn between Italy and France. We are the only country that truly gives them the rights they deserve. Therefore, we might as well gain legitimacy by proclaiming ourselves a provencial nation.;;;;;;;;;;;;;
unite_occitania_title;Unite Occitania;;;;;;;;;;;;;
unite_occitania_desc;The Occitan people have long been oppressed by the French northerners. Our position of owning their core lands enables us to gain legitimacy by proclaiming ourselves an Occitan nation.;;;;;;;;;;;;;
gfm_imperial_college_title;Establish the Imperial College of Engineering;;;;;;;;;;;;;
gfm_imperial_college_desc;In support of Japan's rapid industrialization it is time we establish an institution to help train young Japanese engineers.;;;;;;;;;;;;;
imperial_college_modifier;The Imperial College;;;;;;;;;;;;;
colonize_chatham_title;Colonize the Chatham Islands;;;;;;;;;;;;;
colonize_chatham_desc;The New Zealand Company has seen much success in settling and exploiting New Zealand. 650km East, another smaller island lies undisturbed: Rekohu, or the Chatham Islands. This is our chance for colonial glory!;;;;;;;;;;;;;
inherit_zaf;Za'faranlu is ready for integration;;;;;;;;;;;;;
remove_bismarck_title;Dropping the pilot;;;;;;;;;;;;;
remove_bismarck_desc;Von Bismarck, whilst a competent diplomat and administrator, has come to blows with Kaiser William II over foreign policy. His days as prime minister are numbered, we must pressure him to resign.;;;;;;;;;;;;;
wilhelminism;Wilhelminism;;;;;;;;;;;;;
wilhelminism_desc;Wilhelminism is the ideology proclaimed by William II: Its main tenets are the desire for a 'place in the sun' as a world power and rigidly conservative attitudes relying on the Prussian Junker landowners;;;;;;;;;;;;;
februar_erlasse_title;The Februarerlasse;;;;;;;;;;;;;
februar_erlasse_desc;To show his 'Social Monarchy', Kaiser William II has made several decrees relating to workers' safety conditions. This follows a massive miner's strike in the Ruhrgebiet.;;;;;;;;;;;;;
fort_ross_rename_title;Rename Fort Ross;;;;;;;;;;;;;
fort_ross_rename_desc;Fort Ross has been successfully brought under our control, hence we should name it according to our language instead of keeping an exonym.;;;;;;;;;;;;;
france_wadai_title;The Wadai War;;;;;;;;;;;;;
france_wadai_desc;If we are to link French West Africa and our holdings in the Congo, we must move establish a protectorate on the Wadai Empire to connect North and South. Its armies are unorganized and its monarchy unstable, so the war will be a piece of cake.;;;;;;;;;;;;;
french_bagirmi_title;Establish a protectorate over Baguirmi;;;;;;;;;;;;;
french_bagirmi_desc;Seeing the conquest of its neighbors, the Sultan of Baguirmi has sought to be peacefully protected by France to avoid bloodshed and be shielded from raiders.;;;;;;;;;;;;;
invade_nye_title;The Yemeni Expedition;;;;;;;;;;;;;
invade_nye_desc;§RGain 2 infamy§! Local Zaidi nobles who are irritated by the alleged incompetence of the Zaidi imam have invited us to depose him and integrate the Imamate of Zaydi into the Ottoman Empire.;;;;;;;;;;;;;
sudeten_treaty_title;The Sudeten Treaty;;;;;;;;;;;;;
sudeten_treaty_desc;Our recent acquisition of the Sudetenland has brought a dispute with the former owners and an unadministrable and undefendable panhandle into their territory. Our ministers propose we return said panhandle to them with a mutual agreement on those borders as final.;;;;;;;;;;;;;
form_bnf_title;Reunite with the Dutch;;;;;;;;;;;;;
form_bnf_desc;§RGain 7 infamy§! With our conquest of the Netherlands, Lucien Jottrand, a politician, has proposed we reunite, this time under Belgian leadership. This way we can gain our legitimacy in our occupation of the Netherlands and justify an intervention to end the Dutch rump state in Indonesia.;;;;;;;;;;;;;
chusan_treaty_port_title;The Chusan Islands Treaty Port;;;;;;;;;;;;;
chusan_treaty_port_desc;Found off the coast of Ningpo, the Chusan archipelago is strategically located a short distance from Shanghai and the mouth of the Yangtze. Outfitted with several natural harbors, these defensible islands would make an excellent outpost to project power on the Chinese coastline without having to defend a boundary on land.;;;;;;;;;;;;;
sanmen_treaty_port_title;The Sanmen Bay Treaty Port;;;;;;;;;;;;;
sanmen_treaty_port_desc;Sanmen Bay is very large, 390 square kilometers and 9 meters deep even at low tide, thus perfectly suitable for a harbor that can house dozens of ships at a time. The coast on both sides of the bay is very steep, making it very defensible. Up the Fuchun River, it gives excellent access to Qiandao Lake and further trading within China. The strategic advantages are self-evident.;;;;;;;;;;;;;
sanmen_treaty_port_ita_title;Demand Sanmen Bay;;;;;;;;;;;;;
sanmen_treaty_port_ita_desc;§RGain 1 infamy§! Sanmen Bay is very large, 390 square kilometers and 9 meters deep even at low tide, thus perfectly suitable for a harbor that can house dozens of ships at a time. The coast on both sides of the bay is very steep, making it very defensible. Therefore our ministers have suggested that we send an ultimatum to the Qing threatening armed action if they don't lease us the concession. If Britain and Portugal own ports in China, we too have a right to a place in the sun.;;;;;;;;;;;;;
tsushima_incident_title;Forcibly lease Tsushima;;;;;;;;;;;;;
